,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,pre1950,Семантическая когорта
2384,темнота,существительное,1,0,1,0,0,0,0,0,93.81757727192898,свет
2385,темный,прилагательное,1,0,1,0,0,0,1,0,0.12532683148871732,свет
2387,тепло,наречие,1,1,0,0,0,0,0,0,79.26922091661372,температура
2388,тепловатый,прилагательное,1,1,0,0,0,0,0,0,0.8564000151729017,температура
2389,теплый,прилагательное,1,1,0,0,0,0,0,0,0.10443902624059778,температура
2390,теплынь,существительное,1,1,0,0,0,0,0,0,1.127941483398456,температура
2391,терпкий,прилагательное,0,0,0,1,0,1,0,0,2.9765122478570367,вкусный
2392,терпко,наречие,0,0,0,1,0,1,0,0,0.19843414985713578,вкусный
2393,терпкость,существительное,0,0,0,1,0,1,0,0,0.07310731836841844,вкусный
2399,тесный,прилагательное,1,0,1,0,0,0,0,0,54.67383023695293,форма
2401,тлетворный,прилагательное,1,0,0,0,0,1,0,0,1.169717093894695,вонь
2409,тональность,существительное,1,0,0,0,1,0,0,0,1.7545756408420425,музыка
2420,трезвон,существительное,1,0,0,0,1,0,0,0,2.1305561353081943,музыка
2422,тремоло,существительное,1,0,0,0,1,0,0,0,0.14621463673683688,музыка
2423,треугольник,существительное,1,0,1,0,0,0,0,0,11.759834354691309,форма
2425,треугольный,прилагательное,1,0,1,0,0,0,0,0,3.383824450195368,форма
2430,трубить,глагол,1,0,0,0,1,0,0,0,6.036575716706551,музыка
2440,тугой,прилагательное,0,1,0,0,1,1,0,0,14.287258789713775,вещество
2450,тупой,прилагательное,1,1,0,0,0,0,1,0,27.488351706525336,осязание
2452,тупой-тупой,прилагательное,1,1,0,0,0,0,1,0,0.17754634460901622,осязание
2456,тускло,наречие,1,0,1,0,0,0,0,0,11.644951425826651,свет
2460,тускло-серый,прилагательное,1,0,1,0,0,0,0,0,0.08355122099247822,цвет
2461,тускловатый,прилагательное,1,0,1,0,0,0,0,0,0.24020976035337488,свет
2462,тусклый,прилагательное,1,0,1,0,0,0,0,0,25.35779557121714,свет
2463,тухлый,прилагательное,0,0,0,1,0,1,0,0,2.3081024799172107,вонь
2464,тухлятинка,существительное,0,0,0,1,0,1,0,0,0.05221951312029889,вонь
2469,тягучесть,существительное,0,1,0,1,1,1,0,0,0.19843414985713578,вещество
2470,тягучий,прилагательное,0,1,0,1,1,1,0,0,6.193234256067448,вещество
2507,узенький,прилагательное,1,0,1,0,0,0,0,0,12.355136804262717,форма
2511,узкий,прилагательное,1,0,1,0,0,0,0,0,96.53299195418452,форма
2514,узко,наречие,1,0,1,0,0,0,0,0,3.404712255443487,форма
2519,узковатый,прилагательное,1,0,1,0,0,0,0,0,0.093995123616538,форма
2534,ультрамариновый,прилагательное,1,0,1,0,0,0,1,0,0.26109756560149444,цвет
2538,унисон,существительное,1,0,0,0,1,0,0,0,1.5874731988570863,музыка
2576,фиалковый,прилагательное,0,0,1,0,0,1,1,0,0.49086342333080946,цвет
2577,фимиам,существительное,1,0,0,0,0,1,0,0,2.026117109067597,запах
2578,фиолетовый,прилагательное,1,0,1,0,0,0,0,0,9.660609927255294,цвет
2581,фисташковый,прилагательное,0,0,1,1,0,1,1,0,0.7310731836841844,цвет
2589,форма,существительное,1,0,1,0,0,0,0,0,326.0377521178981,форма
2595,хаки,прилагательное,1,0,1,0,0,0,0,0,1.0861658729022168,цвет
2598,хладно,наречие,1,1,0,0,0,0,0,0,0.14621463673683688,температура
2599,хладный,прилагательное,1,1,0,0,0,0,0,0,1.7128000303458033,температура
2600,хлипкий,прилагательное,0,1,1,0,0,0,0,0,0.7937365994285431,форма
2601,хлипко,наречие,0,1,1,0,0,0,0,0,0.06266341574435866,форма
2605,хлюпкий,прилагательное,0,1,1,0,0,0,0,0,0.20887805248119556,форма
2608,холод,существительное,1,1,0,0,0,0,0,0,68.19868413511035,температура
2610,холодить,глагол,1,1,0,0,0,0,0,0,1.7963512513382816,температура
2611,холодненький,прилагательное,1,1,0,0,0,0,0,0,0.5013073259548693,температура
2619,холодно,наречие,1,1,0,0,0,0,0,0,62.64252793911055,температура
2621,холодный,прилагательное,1,1,0,0,0,0,0,0,133.62973407484483,температура
2627,хрупкий,прилагательное,0,1,1,0,1,0,0,0,10.913878242142468,осязание
2631,хрупкость,существительное,0,1,1,0,1,0,0,0,0.845956112548842,осязание
2632,хрусткий,прилагательное,1,1,0,0,0,0,0,0,0.46997561808268995,осязание
2652,цвет,существительное,1,0,1,0,0,0,0,0,144.2302952382655,цвет
2654,цветастый,прилагательное,1,0,1,0,0,0,0,0,0.41775610496239113,цвет
2657,цветной,прилагательное,1,0,1,0,0,0,0,0,28.57451757942755,цвет
2664,червонный,прилагательное,1,0,1,0,0,0,0,0,4.355107394232927,цвет
2669,черно-серый,прилагательное,1,0,1,0,0,0,0,0,0.4595317154586302,цвет
2672,черноватый,прилагательное,1,0,1,0,0,0,0,0,0.751960988932304,цвет
2679,черным-черно,наречие,1,0,1,0,0,0,0,0,0.12532683148871732,цвет
2700,чуточный,прилагательное,1,0,1,0,0,0,0,0,0.08355122099247822,размер
2709,шаровидный,прилагательное,1,0,1,0,0,0,0,0,0.5013073259548693,форма
2710,шаровой,прилагательное,1,0,1,0,0,0,0,0,0.5117512285789291,форма
2712,шарообразный,прилагательное,1,0,1,0,0,0,0,0,1.3368195358796515,форма
2717,шафранный,прилагательное,1,0,1,0,0,0,1,0,0.5221951312029889,цвет
2718,шафрановый,прилагательное,1,0,1,0,0,0,1,0,0.093995123616538,цвет
2721,шелковистость,существительное,1,1,0,0,0,0,0,0,0.05221951312029889,осязание
2722,шелковистый,прилагательное,1,1,0,0,0,0,0,0,2.3916537009096888,осязание
2726,шероховатость,существительное,1,1,0,0,0,0,0,0,1.2637122175112332,осязание
2727,шероховатый,прилагательное,1,1,0,0,0,0,0,0,1.315931730631532,осязание
2729,шершавость,существительное,1,1,0,0,0,0,0,0,0.07310731836841844,осязание
2730,шершавый,прилагательное,1,1,0,0,0,0,0,боль,6.224565963939627,осязание
2731,шибать,глагол,1,0,0,0,0,1,1,0,0.48041952070674976,запах
2738,широкий,прилагательное,1,0,1,0,0,0,0,0,263.43699978928385,размер
2740,широкий-широкий,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,размер
2741,широко,наречие,1,0,1,0,0,0,0,0,72.83577690019288,размер
2743,широко-широко,наречие,1,0,1,0,0,0,0,0,0.06266341574435866,размер
2745,широконький,прилагательное,1,0,1,0,0,0,0,0,0.07310731836841844,размер
2751,широченный,прилагательное,1,0,1,0,0,0,0,0,1.221936607014994,размер
2762,шум,существительное,1,0,0,0,1,0,0,0,112.86725565821402,звучать
2763,шуметь,глагол,1,0,0,0,1,0,0,0,45.00277640707358,звучать
2772,щупать,глагол,1,1,0,0,0,0,0,0,7.070522076488469,осязание
2778,эбонитовый,прилагательное,1,0,1,0,0,0,1,0,1.3681512437518308,цвет
2784,эхо,существительное,1,0,0,0,1,0,0,0,18.12017105274371,звучать
2794,яркий,прилагательное,0,0,1,1,1,1,0,0,118.53829478307847,яркость
2795,ярко,наречие,0,0,1,1,1,1,0,0,55.39445951801306,яркость
2796,ярко-белый,прилагательное,1,0,1,0,0,0,0,0,0.49086342333080946,цвет
2797,ярко-голубой,прилагательное,1,0,1,0,0,0,0,0,0.4490878128345704,цвет
2800,ярко-золотой,прилагательное,1,0,1,0,0,0,0,0,0.06266341574435866,цвет
2801,ярко-красный,прилагательное,1,0,1,0,0,0,0,0,3.697141528917161,цвет
2803,ярко-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.187990247233076,цвет
2804,ярко-розовый,прилагательное,1,0,1,0,0,0,0,0,0.46997561808268995,цвет
2805,ярко-синий,прилагательное,1,0,1,0,0,0,0,0,1.0235024571578581,цвет
2806,ярко-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.05221951312029889,цвет
2808,яркость,существительное,0,0,1,1,1,1,1,0,8.762434301586152,яркость
