,Слово,Часть речи,Сенсорная эксклюзивность,Осязание,Зрение,Вкус,Слух,Запах,Устойчивая метафоричность,Дополнительно,post1950,Семантическая когорта
1045,крохотный,прилагательное,1,0,1,0,0,0,0,0,23.627263787554348,размер
1047,крошечность,существительное,1,0,1,0,0,0,0,0,0.049349123715012565,размер
1048,крошечный,прилагательное,1,0,1,0,0,0,0,0,21.85617856978223,размер
1049,круг,существительное,1,0,1,0,0,0,0,0,149.3578645414697,форма
1052,круглый,прилагательное,1,0,1,0,0,0,0,0,73.62340934683041,форма
1054,крючковатый,прилагательное,1,0,1,0,0,0,0,0,0.9760160023635818,форма
1055,кумачный,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
1056,кумачовый,прилагательное,1,0,1,0,0,0,0,0,1.0418148339835984,цвет
1059,лазоревый,прилагательное,1,0,1,0,0,0,0,0,0.8937674628385609,цвет
1061,лазурно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,цвет
1063,лазурный,прилагательное,1,0,1,0,0,0,0,0,2.6374365007690046,цвет
1064,лакомый,прилагательное,1,0,0,1,0,0,1,0,2.6045370849589964,вкусный
1073,леденящий,прилагательное,1,1,0,0,0,0,1,0,2.3029591067005866,температура
1074,ледышка,существительное,1,1,0,0,0,0,0,0,0.7183039118518495,температура
1075,ледяной,прилагательное,1,1,0,0,0,0,0,0,34.796615455052184,температура
1077,лилейный,прилагательное,1,0,1,0,0,0,0,0,0.2960947422900754,цвет
1078,лиловатый,прилагательное,1,0,1,0,0,0,0,0,0.586706248611816,цвет
1079,лиловый,прилагательное,1,0,1,0,0,0,0,0,9.984972698337542,цвет
1082,лимонный,прилагательное,0,0,1,1,0,0,0,0,5.87802895805483,цвет
1083,ломкий,прилагательное,1,1,0,0,0,0,0,0,2.796450343850712,осязание
1084,ломко,наречие,1,1,0,0,0,0,0,0,0.1480473711450377,осязание
1104,малахитовый,прилагательное,1,0,1,0,0,0,1,0,1.2666275086853225,цвет
1105,маленький,прилагательное,1,0,1,0,0,0,0,0,544.9897893647253,размер
1106,маленький-маленький,прилагательное,1,0,1,0,0,0,0,0,0.6141224284534896,размер
1107,маленький-премаленький,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,размер
1113,малиново-красный,прилагательное,1,0,1,0,0,0,0,0,0.12611442727169878,цвет
1114,малиново-розовый,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,цвет
1115,малиновый,прилагательное,1,0,1,0,0,0,1,0,8.866392560797257,цвет
1123,малогабаритный,прилагательное,1,0,1,0,0,0,0,0,1.721736094057105,размер
1128,малосольный,прилагательное,1,0,0,1,0,0,0,0,0.992465710268586,вкусный
1129,малосъедобный,прилагательное,1,0,0,1,0,0,0,0,0.0767653035566862,вкусный
1131,малый,прилагательное,1,0,1,0,0,0,0,0,206.81121101768096,размер
1132,малюсенький,прилагательное,1,0,1,0,0,0,0,0,2.895148591280737,размер
1135,масенький,прилагательное,1,0,1,0,0,0,0,0,0.054832359683347286,размер
1136,масленый,прилагательное,1,1,0,0,0,0,0,0,0.8170021592818746,осязание
1137,маслянистый,прилагательное,1,1,0,0,0,0,0,0,2.5003556015606363,осязание
1141,матово-белый,прилагательное,1,0,1,0,0,0,0,0,0.14256413517670294,цвет
1143,матово-серый,прилагательное,1,0,1,0,0,0,0,0,0.04386588774667783,цвет
1145,матовый,прилагательное,0,1,1,0,0,0,0,0,6.2673387118065955,яркость
1149,махонький,прилагательное,1,0,1,0,0,0,0,0,1.3269431043370044,размер
1156,мгла,существительное,1,0,1,0,0,0,0,0,9.8204756192875,свет
1158,мглистый,прилагательное,1,0,1,0,0,0,0,0,1.4256413517670294,свет
1161,медно-красный,прилагательное,1,0,1,0,0,0,0,0,0.18094678695504607,цвет
1163,медовый,прилагательное,1,0,1,0,0,0,1,0,5.126825630392972,вкусный
1165,мелкий,прилагательное,1,0,1,0,0,0,0,0,124.45300677329334,размер
1166,меловой,прилагательное,1,0,1,0,0,0,1,0,2.873215647407398,цвет
1167,мелодизм,существительное,1,0,0,0,1,0,0,0,0.09869824743002513,музыка
1168,мелодичность,существительное,1,0,0,0,1,0,0,0,0.1919132588917155,музыка
1169,мелодичный,прилагательное,1,0,0,0,1,0,0,0,2.4400400059089544,музыка
1170,мелодия,существительное,1,0,0,0,1,0,0,0,24.071405900989458,музыка
1180,мертвенно-бледный,прилагательное,1,0,1,0,0,0,1,0,0.29061150632174065,цвет
1184,миниатюрный,прилагательное,1,0,1,0,0,0,0,0,8.581264290443851,размер
1185,многоголосие,существительное,1,0,0,0,1,0,0,0,0.8334518671868788,музыка
1191,многоугольный,прилагательное,1,0,1,0,0,0,0,0,0.23577914663839333,форма
1192,модуляция,существительное,1,0,0,0,1,0,0,0,1.4585407675770379,музыка
1194,мокренек,прилагательное,1,1,0,0,0,0,0,0,0.027416179841673643,атмосфера
1195,мокренький,прилагательное,1,1,0,0,0,0,0,0,0.09869824743002513,атмосфера
1198,мокро,наречие,1,1,0,0,0,0,0,0,2.105562611840536,атмосфера
1200,мокрый,прилагательное,1,1,0,0,0,0,0,0,64.4170561559964,атмосфера
1203,молочно-белый,прилагательное,1,0,1,0,0,0,0,0,0.745720091693523,цвет
1204,молочно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.06579883162001675,цвет
1209,морозно,наречие,1,1,0,0,0,0,0,0,1.173412497223632,температура
1210,морозный,прилагательное,1,1,0,0,0,0,0,0,11.898622051286363,температура
1217,мрачно,наречие,1,0,1,0,0,0,1,0,14.936334777743802,свет
1218,мрачный,прилагательное,1,0,1,0,0,0,1,0,37.275038112739495,свет
1220,музыка,существительное,1,0,0,0,1,0,0,0,171.94879673100877,музыка
1224,мутно,наречие,1,0,1,0,0,0,1,0,1.491440183387046,свет
1225,мутно-белый,прилагательное,1,0,1,0,0,0,0,0,0.10418148339835985,цвет
1226,мутно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.054832359683347286,цвет
1227,мутно-серый,прилагательное,1,0,1,0,0,0,0,0,0.08773177549335566,цвет
1228,мутный,прилагательное,1,0,1,0,0,0,1,0,20.05767717216844,свет
1230,мухортый,прилагательное,1,0,1,0,0,0,1,0,0.032899415810008374,цвет
1231,мучнисто-белый,прилагательное,1,0,1,0,0,0,1,0,0.06579883162001675,цвет
1232,мышастый,прилагательное,1,0,1,0,0,0,1,0,0.17546355098671132,цвет
1233,мышино-серый,прилагательное,1,0,1,0,0,0,1,0,0.0383826517783431,цвет
1234,мягенький,прилагательное,0,1,0,1,1,1,0,0,0.08773177549335566,осязание
1235,мягкий,прилагательное,0,1,0,1,1,1,0,0,86.47063122063868,осязание
1236,мягкий-мягкий,прилагательное,0,1,0,1,1,1,0,0,0.0767653035566862,осязание
1237,мягко,наречие,0,1,0,1,1,1,0,0,32.564938415939956,осязание
1238,мягковатый,прилагательное,0,1,0,1,1,1,0,0,0.10966471936669457,осязание
1240,мягонький,прилагательное,0,1,0,1,1,1,0,0,0.3344773940684185,осязание
1242,мяконький,прилагательное,0,1,0,1,1,1,0,0,0.15901384308170713,осязание
1249,нажористый,прилагательное,1,0,0,1,0,0,0,0,0.027416179841673643,вкусный
1251,накаленный,причастие,1,1,0,0,0,0,1,0,0.032899415810008374,температура
1254,налитой,прилагательное,0,0,1,1,0,0,0,полный,3.8985807734859925,вкусный
1255,намокнуть,глагол,1,1,0,0,0,0,0,0,2.3742411742889376,атмосфера
1258,напев,существительное,1,0,0,0,1,0,0,0,1.5243395991970548,музыка
1270,неаппетитный,прилагательное,1,0,0,1,0,0,0,0,0.3783432818150963,вкусный
1272,небесно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.6031559565168202,цвет
1273,небесно-синий,прилагательное,1,0,1,0,0,0,0,0,0.08773177549335566,цвет
1275,небесный,прилагательное,1,0,1,0,0,0,1,0,41.776774842742306,цвет
1277,неблестящий,прилагательное,1,0,1,0,0,0,0,0,0.08773177549335566,яркость
1278,небольшой,прилагательное,1,0,1,0,0,0,0,0,219.5542514080909,размер
1279,неброский,прилагательное,1,0,1,0,0,0,0,0,1.617554610658745,яркость
1280,неброско,наречие,1,0,1,0,0,0,0,0,0.2851282703534059,яркость
1282,невеликий,прилагательное,1,0,1,0,0,0,0,0,1.4256413517670294,размер
1287,невзрачно,наречие,1,0,1,0,0,0,0,0,0.12611442727169878,яркость
1288,невзрачный,прилагательное,1,0,1,0,0,0,0,0,5.746431294814796,яркость
1289,невкусный,прилагательное,1,0,0,1,0,0,0,0,1.9246158248854899,вкусный
1298,неглубокий,прилагательное,1,0,1,0,0,0,0,0,4.940395607469591,размер
1314,недлинный,прилагательное,0,0,1,0,1,0,0,0,0.8279686312185441,размер
1317,недюжинный,прилагательное,1,0,1,0,0,0,0,0,2.2590932189539084,размер 
1321,нежно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.47155829327678667,цвет
1324,нежно-розовый,прилагательное,1,0,1,0,0,0,0,0,0.8444183391235482,цвет
1325,нежно-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,цвет
1327,нежный,прилагательное,0,1,1,1,1,1,0,0,50.31417324543947,осязание
1339,некрепкий,прилагательное,0,1,1,1,0,1,0,0,0.5044577090867951,осязание
1340,некрепко,наречие,0,1,1,1,0,1,0,0,0.12063119130336405,осязание
1344,немаленький,прилагательное,1,0,1,0,0,0,0,0,1.2611442727169877,размер 
1345,немалый,прилагательное,1,0,1,0,0,0,0,0,28.496377327435585,размер 
1355,неострый,прилагательное,0,1,1,1,0,1,0,0,0.06579883162001675,осязание
1356,неостывший,прилагательное,1,1,0,0,0,0,0,0,0.466075057308452,температура
1363,неприглядный,прилагательное,1,0,1,0,0,0,0,0,3.2570421651908292,яркость
1369,непроглядный,прилагательное,1,0,1,0,0,0,0,0,2.7800006359457075,свет
1371,неровно,наречие,0,1,1,0,0,0,0,0,2.467456185750628,форма
1372,неровность,существительное,0,1,1,0,0,0,0,0,2.790967107882377,форма
1373,неровный,прилагательное,0,1,1,0,0,0,0,0,9.157004067118997,форма
1375,несладкий,прилагательное,0,0,0,1,0,1,0,0,0.6525050802318327,вкусный
1376,несладко,наречие,0,0,0,1,0,1,0,0,1.496923419355381,вкусный
1383,несъедобный,прилагательное,1,0,0,1,0,0,0,0,1.5846551948487366,вкусный
1384,нетвёрдый,прилагательное,0,1,0,0,1,0,0,0,1.535306071133724,осязание
1396,неширокий,прилагательное,1,0,1,0,0,0,0,0,2.0342805442521845,форма
1397,нешироко,наречие,1,0,1,0,0,0,0,0,0.06579883162001675,форма
1399,неяркий,прилагательное,1,0,1,0,0,0,0,0,2.610020320927331,яркость
1400,неярко,наречие,1,0,1,0,0,0,0,0,0.3728600458467615,яркость
1401,неяркость,существительное,1,0,1,0,0,0,0,0,0.04386588774667783,яркость
1406,низенький,прилагательное,0,0,1,0,1,0,0,0,5.406470664778043,размер
1408,низкий,прилагательное,0,0,1,0,1,0,0,0,109.18219460148113,размер
1409,низко,наречие,0,0,1,0,1,0,0,0,15.68753810540566,размер
1410,нота,существительное,1,0,0,0,1,1,1,аромат,24.756810397031302,музыка
1418,обертон,существительное,1,0,0,0,1,0,0,0,1.4256413517670294,музыка
1420,обжигающе,наречие,1,1,0,0,0,0,0,0,0.4112426976251047,температура
1434,объедение,существительное,1,0,0,1,0,0,0,0,0.4222091695617741,вкусный
1435,овал,существительное,1,0,1,0,0,0,0,0,4.030178436726026,форма
1436,овально,наречие,1,0,1,0,0,0,0,0,0.0383826517783431,форма
1440,овальность,существительное,1,0,1,0,0,0,0,0,0.06579883162001675,форма
1441,овальный,прилагательное,1,0,1,0,0,0,0,0,7.621697995985274,форма
1453,огненно-красный,прилагательное,1,0,1,0,0,0,0,0,0.4167259335934394,цвет
1459,огромный,прилагательное,1,0,1,0,0,0,0,0,305.5752572793261,размер 
1460,огрубелый,прилагательное,1,1,0,0,0,0,0,0,0.4057594616567699,осязание
1461,одеревенелый,прилагательное,1,1,0,0,0,0,1,0,0.21384620276505445,осязание
1465,ознобный,прилагательное,1,1,0,0,0,0,1,0,0.17546355098671132,температура
1467,окрик,существительное,1,0,0,0,1,0,0,0,4.748482348577875,голос
1469,окрикивать,глагол,1,0,0,0,1,0,0,0,0.054832359683347286,голос
1471,округло,наречие,1,0,1,0,0,0,0,0,0.38930975375176574,форма
1472,округлость,существительное,1,0,1,0,0,0,0,0,1.2611442727169877,форма
1473,округлый,прилагательное,0,1,1,0,0,0,0,0,9.255702314549023,форма
1487,ор,существительное,1,0,0,0,1,0,0,0,7.2049720623918345,голос
1489,оранжево-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,цвет
1490,оранжево-красный,прилагательное,1,0,1,0,0,0,0,0,0.4386588774667783,цвет
1491,оранжево-розовый,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
1492,оранжевый,прилагательное,1,0,1,0,0,0,0,0,17.78213424530953,цвет
1493,орать,существительное,1,0,0,0,1,0,1,0,24.235902980039505,голос
1496,освещать,глагол,1,0,1,0,0,0,1,0,14.706038867073744,свет
1497,освещение,существительное,1,0,1,0,0,0,1,0,19.74513272197336,свет
1500,осклизлый,прилагательное,1,1,0,0,0,0,0,0,0.8828009909018913,осязание
1501,ослепительный,прилагательное,1,0,1,0,0,0,1,0,9.617595888459116,яркость
1503,ослеплять,глагол,1,0,1,0,0,0,0,0,2.4126238260672808,яркость
1504,ослепляющий,причастие,1,0,1,0,0,0,0,0,0.10418148339835985,яркость
1507,ослизлый,прилагательное,1,1,0,0,0,0,0,0,0.10966471936669457,осязание
1516,остренький,прилагательное,0,1,1,1,0,1,1,0,1.3104933964320002,осязание
1519,островерхий,прилагательное,0,1,1,0,0,0,0,0,1.2940436885269961,форма
1520,остроконечный,прилагательное,0,1,1,0,0,0,0,0,1.7820516897087868,форма
1522,острота,существительное,0,1,1,1,0,1,1,0,14.026117607000236,форма
1528,остылый,прилагательное,1,1,0,0,0,0,1,0,0.6744380241051716,температура
1529,осязание,существительное,1,1,0,0,0,0,0,0,1.4475742956403685,осязание
1530,отблеск,существительное,1,0,1,0,0,0,0,0,6.124774576629892,свет
1531,отблескивать,глагол,1,0,1,0,0,0,0,0,0.4276924055301089,свет
1538,отголосок,существительное,1,0,0,0,1,0,0,0,4.331756414984436,звучать
1539,отдушка,существительное,1,0,0,0,0,1,0,0,0.32351092213174903,запах
1540,отзвук,существительное,1,0,0,0,1,0,0,0,4.074044324472704,звучать
1548,отсвечивать,глагол,1,0,1,0,0,0,0,0,2.5113220734973063,свет
1550,отсырелый,причастие,1,1,0,0,0,0,0,0,0.4386588774667783,атмосфера
1551,отсыреть,глагол,1,1,0,0,0,0,0,0,1.6778702063104272,атмосфера
1553,оттенок,существительное,0,0,1,1,1,1,0,"вкус, аромат",30.58000699540278,цвет
1560,охладелый,прилагательное,1,1,0,0,0,0,1,0,0.1151479553350293,температура
1566,ощупывать,глагол,1,1,0,0,0,0,0,0,5.483235968334729,осязание
1567,ощупь,существительное,1,1,0,0,0,0,0,0,6.56343345409667,осязание
1579,палящий,прилагательное,1,1,0,0,0,0,1,0,2.352308230415599,атмосфера
1584,пастельный,прилагательное,1,0,1,0,0,0,1,0,0.7183039118518495,цвет
1585,паточный,прилагательное,1,0,0,1,0,0,1,0,0.12063119130336405,вкусный
1586,пахнуть,глагол,1,0,0,0,0,1,0,0,74.8681039116424,запах
1588,пахучесть,существительное,1,0,0,0,0,1,0,0,0.08224853952502094,запах
1589,пахучий,прилагательное,1,0,0,0,0,1,0,0,5.899961901928169,запах
1592,пекло,существительное,1,1,0,0,0,0,1,0,4.9897447311846035,атмосфера
1594,пение,существительное,1,0,0,0,1,0,0,0,24.751327161062967,звучать
1595,пепельно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
1596,пепельно-серый,прилагательное,1,0,1,0,0,0,0,0,0.36189357391009214,цвет
1606,перезвон,существительное,1,0,0,0,1,0,0,0,1.7272193300254395,звучать
1623,перламутровый,прилагательное,1,0,1,0,0,0,1,0,3.739566930404285,цвет
1625,перченый,прилагательное,1,0,0,1,0,0,0,0,0.18094678695504607,вкусный
1627,перчить,глагол,1,0,0,1,0,0,0,0,0.14256413517670294,вкусный
1629,песня,существительное,1,0,0,0,1,0,0,0,168.73013721759628,музыка
1632,петь,глагол,1,0,0,0,1,0,0,0,130.53939869814488,музыка
1644,плоский,прилагательное,0,0,1,0,1,0,0,0,32.16466219025152,размер
1646,плоскость,существительное,0,0,1,0,1,0,1,0,21.302371736980422,размер
1649,плотный,прилагательное,0,1,1,1,1,1,0,0,42.692475249454205,осязание
1653,пованивать,глагол,1,0,0,0,0,1,0,0,0.3454438660050879,вонь
1654,повеять,глагол,1,0,0,0,0,1,0,0,2.6648526806106783,запах
1661,подванивать,глагол,1,0,0,0,0,1,0,0,0.12611442727169878,вонь
1662,подголосок,существительное,1,0,0,0,1,0,0,0,0.3783432818150963,голос
1665,подмоклый,причастие,1,1,0,0,0,0,0,0,0.08224853952502094,атмосфера
1666,подмокнуть,глагол,1,1,0,0,0,0,0,0,0.3947929897201005,атмосфера
1672,покато,прилагательное,1,0,1,0,0,0,0,0,0.08224853952502094,форма
1673,покатость,существительное,1,0,1,0,0,0,0,0,0.1480473711450377,форма
1674,покатый,прилагательное,1,0,1,0,0,0,0,0,3.0651289062991136,форма
1676,полифония,существительное,1,0,0,0,1,0,0,0,1.436607823703699,музыка
1679,полутон,существительное,0,0,1,1,1,1,1,0,1.5736887229120673,цвет
1683,попахивать,глагол,1,0,0,0,0,1,0,0,2.368757938320603,вонь
1684,поперчить,глагол,1,0,0,1,0,0,0,0,0.5592900687701423,вкусный
1686,послевкусие,существительное,1,0,0,1,0,0,0,0,0.4167259335934394,вкусный
1696,пребольшой,прилагательное,1,0,1,0,0,0,0,0,0.10966471936669457,размер 
1697,превкусный,прилагательное,1,0,0,1,0,0,0,0,0.0383826517783431,вкусный
1704,предлинный,прилагательное,0,0,1,0,1,0,0,0,0.20287973082838495,размер
1707,прекислый,прилагательное,1,0,0,1,0,0,0,0,157.2372746279667,вкусный
1719,пресветлый,прилагательное,1,0,1,0,0,0,0,0,0.36737680987842686,яркость
1723,пресладкий,прилагательное,1,0,0,1,0,0,0,0,0.032899415810008374,вкусный
1724,пресный,прилагательное,1,0,0,1,0,0,0,0,9.003473460005626,вкусный
1736,привкус,существительное,1,0,0,1,0,1,0,аромат,4.786865000356219,вкусный
1741,приглубый,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,размер
1753,пригорелый,прилагательное,1,0,0,0,0,1,0,0,0.15901384308170713,вкусный
1755,придыхание,существительное,1,0,0,0,1,0,0,0,1.5517557790387284,голос
1762,припекать,глагол,1,1,0,0,0,0,1,0,1.6065881387220757,атмосфера
1763,припечь,глагол,1,1,0,0,0,0,1,0,0.789585979440201,атмосфера
1773,приторно,наречие,0,0,0,1,0,1,0,0,0.5044577090867951,вкусный
1774,приторно-сладкий,прилагательное,0,0,0,1,0,1,0,0,0.15901384308170713,вкусный
1775,приторность,существительное,0,0,0,1,0,1,0,0,0.263195326480067,вкусный
1776,приторный,прилагательное,0,0,0,1,0,1,0,0,1.8478505213288037,вкусный
1796,прогорклый,прилагательное,0,0,0,1,0,1,0,0,0.7566865636301926,вкусный
1797,продолговатый,прилагательное,1,0,1,0,0,0,0,0,5.340671833158026,размер
1803,прозрачно-голубой,прилагательное,1,0,1,0,0,0,0,0,0.1535306071133724,цвет
1806,прозрачность,существительное,0,0,1,0,1,0,1,0,7.923275974243683,свет
1807,прозрачный,прилагательное,1,0,1,0,0,0,1,0,50.01259526718106,яркость
1816,прокислый,прилагательное,0,0,0,1,0,1,0,0,0.1315976632400335,вкусный
1822,промозглый,прилагательное,1,1,0,0,0,0,0,0,2.461972949782293,атмосфера
1823,промокнуть,глагол,1,1,0,0,0,0,0,0,7.056924691246796,атмосфера
1826,пронзительный,прилагательное,1,1,0,0,0,0,1,0,12.0466694224314,звучать
1841,простонать,глагол,1,0,0,0,1,0,1,0,3.8601981217076498,голос
1847,протухлый,прилагательное,0,0,0,1,0,1,0,0,0.17546355098671132,вонь
1848,протухший,прилагательное,0,0,0,1,0,1,0,0,0.6141224284534896,вонь
1850,протяжно,наречие,0,0,1,0,1,0,0,0,3.4379889521458753,звучать
1851,протяжность,существительное,0,0,1,0,1,0,0,0,0.054832359683347286,звучать
1852,протяжный,прилагательное,0,0,1,0,1,0,0,0,4.704616460831198,звучать
1854,прохладно,наречие,1,1,0,0,0,0,1,0,6.459251970698311,температура
1855,прохладный,прилагательное,0,1,0,0,0,1,1,0,19.27357442869657,температура
1872,пряменький,прилагательное,1,0,1,0,0,0,0,0,0.10418148339835985,форма
1873,пряменько,наречие,1,0,1,0,0,0,0,0,0.0383826517783431,форма
1881,прямой,прилагательное,1,0,1,0,0,0,0,0,134.36121416807418,форма
1883,прямоугольник,существительное,1,0,1,0,0,0,0,0,5.757397766751465,форма
1885,прямоугольный,прилагательное,1,0,1,0,0,0,0,0,7.512033276618579,форма
1886,пряно,наречие,0,0,0,1,0,1,0,0,0.31802768616341426,вкусный
1887,пряность,существительное,0,0,0,1,0,1,0,0,2.911598299185741,вкусный
1888,пряный,прилагательное,0,0,0,1,0,1,0,0,3.4325057161775403,вкусный
1897,пунцовый,прилагательное,1,0,1,0,0,0,0,0,2.4784226576872976,цвет
1898,пурпурно-красный,прилагательное,1,0,1,0,0,0,0,0,0.09321501146169038,цвет
1900,пурпурный,прилагательное,1,0,1,0,0,0,0,0,2.906115063217406,цвет
1901,пурпуровый,прилагательное,1,0,1,0,0,0,0,0,0.5044577090867951,цвет
1905,пушистый,прилагательное,1,1,0,0,0,0,0,0,12.167300613734763,осязание
1914,пятнистый,прилагательное,1,0,1,0,0,0,0,0,4.699133224862863,цвет
1924,раздаваться,глагол,1,0,0,0,1,0,1,0,21.708131198637194,звучать
1934,разить,глагол,1,0,0,0,0,1,0,0,2.1603949715238833,запах
1947,разноситься,глагол,1,0,0,0,1,0,1,0,3.0815786142041177,звучать
1950,разноцветность,существительное,1,0,1,0,0,0,0,0,0.04386588774667783,цвет
1951,разноцветный,прилагательное,1,0,1,0,0,0,0,0,20.62793371287525,цвет
1955,разящий,причастие,1,0,0,0,0,1,0,0,1.0582645418886027,вонь
1957,раскат,существительное,1,0,0,0,1,0,0,0,3.4873380758608876,звучать
1990,реветь,глагол,0,0,0,0,1,1,0,издавать запах,13.527143133881776,голос
1992,режущий,прилагательное,1,1,0,0,0,0,1,0,3.6628016268475987,осязание
1997,ржаво-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,цвет
1998,ржаво-красный,прилагательное,1,0,1,0,0,0,0,0,0.027416179841673643,цвет
2000,ржавый,прилагательное,1,0,1,0,0,0,0,0,15.210496576160539,цвет
2001,ржание,существительное,1,0,0,0,1,0,0,0,1.639487554532084,звучать
2002,ржать,глагол,1,0,0,0,1,0,0,0,4.529152909844486,звучать
2005,рингтон,существительное,1,0,0,0,1,0,0,0,0.12063119130336405,звучать
2014,ровный,прилагательное,0,1,1,0,1,0,0,гладкий,38.437484138026456,форма
2018,розовато-красный,прилагательное,1,0,1,0,0,0,0,0,0.0383826517783431,цвет
2019,розоватый,прилагательное,1,0,1,0,0,0,0,0,3.377673356494193,цвет
2020,розовенький,прилагательное,1,0,1,0,0,0,0,0,0.4276924055301089,цвет
2021,розово-красный,прилагательное,1,0,1,0,0,0,0,0,0.14256413517670294,цвет
2022,розово-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.09321501146169038,цвет
2023,розоволицый,прилагательное,1,0,1,0,0,0,0,0,0.10966471936669457,цвет
2025,розовый,прилагательное,1,0,1,0,0,0,0,0,51.920761384161544,цвет
2033,рулада,существительное,1,0,0,0,1,0,0,0,0.7512033276618579,музыка
2036,рыже-красный,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,цвет
2037,рыжевато-коричневый,прилагательное,1,0,1,0,0,0,0,0,0.032899415810008374,цвет
2038,рыжий,прилагательное,1,0,1,0,0,0,0,0,42.92825439609259,цвет
2039,рыхло,наречие,1,1,0,0,0,0,0,0,0.2412623826067281,осязание
2040,рыхлый,прилагательное,1,1,0,0,0,0,0,0,9.074755527593977,осязание
2047,сальный,прилагательное,0,1,0,0,0,1,1,0,2.3194088146055902,осязание
2055,сахаристый,прилагательное,1,0,0,1,0,0,0,0,0.23577914663839333,вкусный
2056,сахарно-белый,прилагательное,1,0,1,0,0,0,1,0,0.09321501146169038,цвет
2058,сахарный,прилагательное,1,0,0,1,0,0,0,0,12.298898276974798,вкусный
2059,свежесть,существительное,0,0,0,1,0,1,0,0,10.500396879361006,атмосфера
2060,свежий,прилагательное,0,0,0,1,0,1,0,0,78.48703965074331,атмосфера
2063,сверкание,существительное,1,0,1,0,0,0,0,0,1.1788957331919667,яркость
2065,сверкать,глагол,1,0,1,0,0,0,0,0,34.802098691020525,яркость
2066,сверкающий,прилагательное,1,0,1,0,0,0,0,0,0.0767653035566862,яркость
2068,сверхглубокий,прилагательное,0,0,1,1,1,0,0,0,0.586706248611816,размер
2070,сверхдлинный,прилагательное,0,0,1,0,1,0,0,0,0.09869824743002513,размер
2075,свет,существительное,1,0,1,0,0,0,0,0,420.0213584104086,свет
2078,светить,глагол,1,0,1,0,0,0,0,0,18.780083191546446,свет
2079,светиться,глагол,1,0,1,0,0,0,0,0,23.078940190720875,свет
2080,светленький,прилагательное,1,0,1,0,0,0,0,0,0.8060356873452051,цвет
2084,светло-бежевый,прилагательное,1,0,1,0,0,0,0,0,0.19739649486005026,цвет
2085,светло-голубой,прилагательное,1,0,1,0,0,0,0,0,0.9047339347752302,цвет
2088,светло-коричневый,прилагательное,1,0,1,0,0,0,0,0,1.3927419359570212,цвет
2089,светло-красный,прилагательное,1,0,1,0,0,0,0,0,0.09321501146169038,цвет
2090,светло-оранжевый,прилагательное,1,0,1,0,0,0,0,0,0.06031559565168203,цвет
2091,светло-розовый,прилагательное,1,0,1,0,0,0,0,0,0.3783432818150963,цвет
2092,светло-серый,прилагательное,1,0,1,0,0,0,0,0,2.12201231974554,цвет
2093,светло-синий,прилагательное,1,0,1,0,0,0,0,0,0.35641033794175736,цвет
2094,светло-фиолетовый,прилагательное,1,0,1,0,0,0,0,0,0.10966471936669457,цвет
2097,светловатый,прилагательное,1,0,1,0,0,0,0,0,0.06031559565168203,цвет
2099,светлый,прилагательное,1,0,1,0,0,0,0,0,95.21090935416424,цвет
2101,светлый-светлый,прилагательное,1,0,1,0,0,0,0,0,0.10966471936669457,цвет
2113,свинцово-серый,прилагательное,1,0,1,0,0,0,1,0,0.2686785624484017,цвет
2121,серебристо-белый,прилагательное,1,0,1,0,0,0,0,0,0.24674561857506278,цвет
2122,серебристо-голубой,прилагательное,1,0,1,0,0,0,0,0,0.1315976632400335,цвет
2126,серебристый,прилагательное,1,0,1,0,0,0,0,0,12.309864748911467,цвет
2127,серенький,прилагательное,1,0,1,0,0,0,0,0,4.923945899564586,цвет
2130,серо-белый,прилагательное,1,0,1,0,0,0,0,0,0.2577120905117323,цвет
2131,серо-голубой,прилагательное,1,0,1,0,0,0,0,0,1.21727838497031,цвет
2135,серо-розовый,прилагательное,1,0,1,0,0,0,0,0,0.08224853952502094,цвет
2137,серовато-голубой,прилагательное,1,0,1,0,0,0,0,0,0.049349123715012565,цвет
2138,сероватый,прилагательное,1,0,1,0,0,0,0,0,2.0397637802205195,цвет
2139,серый,прилагательное,1,0,1,0,0,0,0,0,105.22329823234345,цвет
2141,сиверкий,прилагательное,1,1,0,0,0,0,0,0,0.10418148339835985,температура
2143,сивый,прилагательное,1,0,1,0,0,0,0,0,2.187811151365557,цвет
